lake_comid,meandepth,lakevolume,maxdepth,meandused,meandcode,lakearea
5202260,3.337773928,404554.161,8.190677443,3.337773928,4,121204.795198
5202264,2.06949506,613422.1599,5.338846641,2.06949506,4,296411.50372
5202266,0.297243109,3257.60838,0.682292504,0.297243109,4,10959.4051904
5202276,7.780400748,10764510.5,21.03476332,7.780400748,4,1383541.82783
5202278,0.171570156,2714.927534,0.360206474,0.171570156,4,15824.005032
5202280,3.716853329,5043723.139,10.02765021,3.716853329,4,1356987.38176
5202284,1.783748969,381101.0778,4.186967382,1.783748969,4,213651.731866
5201920,1.754667976,111352.097,4.176235078,1.754667976,4,63460.5275893
5201922,0.485493443,12225.1747,1.06480277,0.485493443,4,25180.9253082
5201924,1.274375004,207055.2696,2.749876042,1.274375004,4,162475.935986
5201940,3.303096795,462709.4085,7.157437917,3.303096795,4,140083.500914
5201942,0.285230466,13078.3232,0.690792136,0.285230466,4,45851.7744039
5201950,1.466520977,564850.9044,4.470835964,1.466520977,4,385163.877718
5201954,2.693445392,367321.276,6.577896558,2.693445392,4,136375.959527
5201956,0.970637854,11257.91364,2.194691377,0.970637854,4,11598.4685241
5201960,0.43045159,7443.851363,0.916793101,0.43045159,4,17293.1185764
5201964,0.749048739,75743.25731,1.660895119,0.749048739,4,101119.274039
5201968,1.559683726,347097.2612,4.045681407,1.559683726,4,222543.360319
5201970,1.07254719,53733.5802,2.454597413,1.07254719,4,50099.0418713
5201978,0.361649992,17986.48686,0.667197048,0.361649992,4,49734.5124651
5201982,2.069062317,266289.9958,4.223889085,2.069062317,4,128700.823376
5201984,5.733216622,25429066.49,18.95263086,5.733216622,4,4435392.46628
5201986,0.271521224,3694.741478,0.591014872,0.271521224,4,13607.5587873
5201990,0.580549814,15630.64777,1.243057208,0.580549814,4,26923.8638415
5201992,1.121018369,123475.7368,2.129710818,1.121018369,4,110146.042888
5202000,0.190587969,1997.749534,0.382528544,0.190587969,4,10482.0393021
5202002,3.223402734,797823.9814,7.675977917,3.223402734,4,247509.826666
5202006,0.887067288,151506.3084,2.078739566,0.887067288,4,170794.615126
5202012,2.437813861,3411724.03,8.55331691,2.437813861,4,1399501.47459
5202016,3.794486581,911610.8335,9.526585071,3.794486581,4,240246.177596
5202024,0.404831643,22901.949,0.9691722,0.404831643,4,56571.5347741
5202028,0.193229404,22828.172,0.394361975,0.193229404,4,118140.25924
5202032,1.723558201,600670.2467,4.129381301,1.723558201,4,348505.945193
5202034,0.807554708,669132.6324,2.284201028,0.807554708,4,828591.094576
5202046,0.40593668,54334.75993,0.842636887,0.40593668,4,133850.319773
5202050,0.816226273,30982.71529,1.826828116,0.816226273,4,37958.5029528
5202052,2.552804172,580917.0698,5.921614686,2.552804172,4,227560.361821
5202054,4.367562152,1103534.967,10.80206098,4.367562152,4,252666.262962
5202064,0.766003897,44247.40967,1.705378541,0.766003897,4,57763.9542667
5202068,0.322097758,11101.95502,0.765558406,0.322097758,4,34467.6674445
5202072,3.803309164,8866990.909,10.69392178,3.803309164,4,2331388.41651
5202076,1.690541603,184169.8369,4.132013554,1.690541603,4,108941.320743
5202080,0.724451555,17884.60956,1.731825972,0.724451555,4,24687.1055501
5202096,3.116135841,1219024.649,8.078322562,3.116135841,4,391197.558098
5202100,0.861316137,40960.63443,2.001642147,0.861316137,4,47555.7957801
5202104,1.486754127,164519.1086,2.943015266,1.486754127,4,110656.579345
5202106,2.055830684,328834.6063,4.396212002,2.055830684,4,159952.196292
5202116,0.494449086,9171.317873,1.105157638,0.494449086,4,18548.565069
5202124,0.93766873,13598.66553,1.769350921,0.93766873,4,14502.6204662
5202130,0.047001251,1921.096858,0.122344503,0.047001251,4,40873.3154272
5202138,5.548632178,5893923.481,14.06847906,5.548632178,4,1062229.98001
5202144,2.182813013,364791.2754,5.198772493,2.182813013,4,167119.78827
5202150,6.461794354,15309816.32,18.5223297,6.461794354,4,2369282.57324
5202152,0.114488741,4433.904076,0.258720515,0.114488741,4,38727.8677872
5202156,0.686993567,11655.21708,1.496389606,0.686993567,4,16965.5432229
5202158,1.331013656,35451.46463,3.129593857,1.331013656,4,26634.9343029
5202160,0.26807888,15222.50468,0.514250328,0.26807888,4,56783.679896
5202164,4.67699021,2717078.983,11.46803492,4.67699021,4,580945.99359
5202166,0.148788671,1744.971544,0.323696428,0.148788671,4,11727.8520193
5202176,0.378845426,3715.318263,0.675738206,0.378845426,4,9806.95151203
5202178,1.172841279,37550.60783,3.037733965,1.172841279,4,32016.7875857
5202184,0.235290234,4992.324228,0.561129531,0.235290234,4,21217.7264772
5202196,3.030570967,3208125.442,9.295666539,3.030570967,4,1058587.81959
5202198,4.506999506,3455265.356,11.89570028,4.506999506,4,766644.293914
5202200,0.251338326,4562.651817,0.544655238,0.251338326,4,18153.427841
5202220,0.098025303,2022.294767,0.233648604,0.098025303,4,20630.3274591
2675708,3.494296521,1802822.435,9.097846553,3.494296521,4,515932.895647
2675710,1.345971702,59871.9015,2.80421273,1.345971702,4,44482.2904555
2675726,0.248843016,12930.51141,0.490866005,0.248843016,4,51962.5280378
2675728,0.002026759,57.87618712,0.005107336,0.02,2,28556.0241673
2675730,0.124972158,6112.812753,0.222765544,0.124972158,4,48913.3973131
2675732,5.062030749,34472966.04,14.8057892,5.062030749,4,6810105.93399
2675734,3.981716356,2127970.331,10.64931275,3.981716356,4,534435.4293
2675736,1.378183104,92263.05649,3.011836584,1.378183104,4,66945.4317635
2675748,1.601209862,78328.85868,2.50999948,1.601209862,4,48918.5461925
2675772,2.048070506,69984.44865,4.7484785,2.048070506,4,34170.9322923
2675774,2.028965189,512369.889,4.957779929,2.028965189,4,252527.659716
2675776,0.396781373,14341.8183,0.974754717,0.396781373,4,36145.3924995
2675784,2.222769099,430917.6716,5.53481111,2.222769099,4,193865.226253
2675486,0.183976926,13692.26319,0.250192573,0.183976926,4,74423.8045033
2675494,0.271262183,10677.41173,0.617772161,0.271262183,4,39361.9649897
2675498,1.566422814,2195495.198,4.865340514,1.566422814,4,1401598.08863
2675502,2.609533988,691900.6529,5.519282365,2.609533988,4,265143.386571
2675516,2.194008542,2598513.194,5.801441078,2.194008542,4,1184367.82582
2675518,3.454427525,428862.0082,7.121646491,3.454427525,4,124148.501345
2675524,2.427568258,264624.1341,5.115624197,2.427568258,4,109007.890249
2675528,2.218307635,1230307.858,6.151832208,2.218307635,4,554615.475547
2675530,0.773155802,208605.5012,1.870557575,0.773155802,4,269810.435563
2675532,1.21999412,111996.8499,3.396424225,1.21999412,4,91801.1317889
2675536,1.855628709,829213.8376,5.326233326,1.855628709,4,446864.091283
2675542,0.933799282,541305.4292,2.324000634,0.933799282,4,579680.712916
2675548,1.549735405,210984.0497,3.781677672,1.549735405,4,136141.98836
2675564,3.469321286,4891016.844,9.157878642,3.469321286,4,1409790.72972
2675568,1.109958781,90477.42844,2.311686197,1.109958781,4,81514.218719
2675570,2.456444823,6668010.548,6.507209903,2.456444823,4,2714496.30375
2675572,1.233084633,232951.5273,3.060025824,1.233084633,4,188917.710855
2675578,1.633440958,609498.652,4.081436172,1.633440958,4,373137.857311
2675582,1.809121879,968051.2354,4.769845357,1.809121879,4,535094.539897
2675594,2.210475509,14625606.63,9.549307319,2.210475509,4,6616497.97796
2675600,0.153825003,5711.355466,0.361517584,0.153825003,4,37128.9175882
2675602,0.496917261,50942.06487,0.99478606,0.496917261,4,102516.183965
2675616,1.447393575,149642.3944,3.132876409,1.447393575,4,103387.490565
2675618,1.479333534,58113.09974,2.960838563,1.479333534,4,39283.2970669
2675620,0.059163474,850.3219689,0.12895148,0.059163474,4,14372.4148204
2675628,0.27183511,5589.738803,0.590407631,0.27183511,4,20562.9784846
2675642,1.261224464,33219.11456,2.74972933,1.261224464,4,26338.7786723
2675644,0.130463929,1482.55769,0.305545152,0.130463929,4,11363.7325263
2675648,0.4957429,18483.31623,1.323680471,0.4957429,4,37284.0780288
2675650,4.184476799,15084617.11,12.65516283,4.184476799,4,3604899.24727
2675656,0.377723668,26905.81753,0.807599653,0.377723668,4,71231.4836993
2675658,3.566162291,1666420.287,8.21679817,3.566162291,4,467286.716936
2675662,0.098709399,1466.744974,0.227268842,0.098709399,4,14859.2212603
2675668,3.58513222,296833.15,7.555255837,3.58513222,4,82795.597224
2675672,1.572107837,567030.9043,4.265854099,1.572107837,4,360681.936195
2675678,2.229898755,252767.8173,4.356904247,2.229898755,4,113353.945051
2675682,1.70654148,146551.7371,3.33119405,1.70654148,4,85876.4571021
2675690,1.494203664,63813.56308,3.629363532,1.494203664,4,42707.4136192
2675694,0.345859018,9064.746662,0.833863106,0.345859018,4,26209.3654007
2675696,1.776249316,209354.5409,3.725417995,1.776249316,4,117863.259803
2675702,0.199484819,3779.494056,0.461349055,0.199484819,4,18946.2717332
2679128,9.74538035,81716490.29,33.24267782,9.74538035,4,8385151.52354
2679130,4.628851948,4124841.198,13.73024748,4.628851948,4,891115.344489
2679132,5.334320252,964887.3181,12.01918552,5.334320252,4,180882.890996
2679134,2.911340235,2754755.419,7.978584819,2.911340235,4,946215.560401
2679136,3.668003008,241892.6015,8.026206245,3.668003008,4,65946.6805497
2679138,4.749753578,3905158.521,12.78295806,4.749753578,4,822181.302418
2679142,0.072413723,2082.298534,0.186254506,0.072413723,4,28755.5769035
2679146,3.987446374,2480963.063,10.69289356,3.987446374,4,622193.435296
2679156,0.086225515,9237.509353,0.180549962,0.086225515,4,107131.972015
2679160,4.336648326,662461.4581,9.894381059,4.336648326,4,152758.873252
2679164,3.723414233,2131923.195,9.560411408,3.723414233,4,572572.101294
2679170,0.222329628,13352.63019,0.399571443,0.222329628,4,60057.7916893
2679174,0.502702889,22819.78368,1.007428663,0.502702889,4,45394.163566
2679182,5.619914803,19184727.05,16.05765474,5.619914803,4,3413704.19135
2679184,2.848459772,701975.6813,7.482354769,2.848459772,4,246440.460387
2679186,0.274498895,7043.845118,0.6592477,0.274498895,4,25660.7418992
2679192,0.207726285,22324.20419,0.376317726,0.207726285,4,107469.337052
2679198,0.371547533,65674.00527,0.852394218,0.371547533,4,176758.009532
2679200,1.324619136,126721.4239,2.733862833,1.324619136,4,95666.3197252
2679202,2.313170931,587496.0825,5.349609218,2.313170931,4,253978.680387
2679208,0.251948785,11461.90704,0.630617474,0.251948785,4,45493.0020086
2682414,3.485874945,1168750.329,8.882055099,3.485874945,4,335281.780696
2682416,1.725751704,224106.9155,3.606004118,1.725751704,4,129860.48077
2682424,0.666672873,9169.903192,1.181860509,0.666672873,4,13754.7228994
2682426,0.365380756,9099.698172,0.908020294,0.365380756,4,24904.7021927
2682430,0.262591944,4979.456287,0.567055467,0.262591944,4,18962.7184502
2682432,0.419490674,28628.75596,0.854114311,0.419490674,4,68246.4459271
2682434,0.391246298,4451.116621,0.787371016,0.391246298,4,11376.7597045
2682436,4.948219941,4270522.329,13.58816759,4.948219941,4,863042.168818
2682444,8.77868786,16011939.77,22.80223901,8.77868786,4,1823955.8277
2682448,0.622932397,173189.9284,1.440240741,0.622932397,4,278023.641417
2682456,0.578267203,29354.66431,1.456991616,0.578267203,4,50763.1477334
2682464,0.335066844,7668.491647,0.747675893,0.335066844,4,22886.4548502
2682466,1.442534925,617620.2503,4.113899563,1.442534925,4,428149.27274
2682470,0,0,0,0.45,13,6375.94601848
2682476,0,0,0,0.45,13,7667.23332275
2682480,1.08650914,44464.15362,2.586368585,1.08650914,4,40923.876531
2682482,6.145746929,23151901.46,18.98253093,6.145746929,4,3767142.06588
2682488,0,0,0,0.45,13,6913.95103476
2682494,1.581756109,1065505.374,5.000424523,1.581756109,4,673621.774119
2682502,0.666674897,68261.30376,1.390721389,0.666674897,4,102390.689818
2682504,-9998,-9998,-9998,-9998,0,-9998
2682512,6.114843067,16959420.1,15.86967209,6.114843067,4,2773484.17022
2682516,1.005337113,60040.18475,1.936599375,1.005337113,4,59721.4408759
2682518,15.08737049,10648689.1,39.86918629,15.08737049,4,705801.489496
2682524,1.752603774,313848.7932,4.384303852,1.752603774,4,179075.722637
2682538,0.127016346,1537.258319,0.278403778,0.127016346,4,12102.8382049
2682540,4.118400657,566707.0009,9.12954365,4.118400657,4,137603.670699
2682544,5.372392035,716030.893,12.02369149,5.372392035,4,133279.706632
2682552,-9998,-9998,-9998,-9998,0,-9998
2682556,0.562235579,9121.859949,1.051240156,0.562235579,4,16224.2739682
2682562,1.151409646,49764.02659,1.845935989,1.151409646,4,43220.0785239
2682580,1.182398601,182639.6003,3.034129564,1.182398601,4,154465.355414
2682598,2.674856847,557616.7721,6.627683727,2.674856847,4,208465.978793
2682600,1.09634629,11465.54344,2.436104581,1.09634629,4,10457.9609874
2682608,-9998,-9998,-9998,-9998,0,-9998
2682272,0.789586857,16913.04308,1.91291542,0.789586857,4,21420.1217162
2682274,0,0,0,0.45,13,2110.42482766
2682286,0.371690247,21024.07649,0.677894026,0.371690247,4,56563.4245007
2682288,3.129937499,485641.4643,7.50900078,3.129937499,4,155160.123912
2682290,-9998,-9998,-9998,-9998,0,-9998
2682296,0.265275406,8230.586202,0.457823419,0.265275406,4,31026.570416
2682298,0.251821377,4150.937296,0.586108143,0.251821377,4,16483.6574124
2682304,1.891137487,859147.4452,4.792910589,1.891137487,4,454301.923987
2682310,0.212575064,38837.87596,0.454155597,0.212575064,4,182701.962896
2682322,0.157732896,0,0,0.157732896,3,273743.990411
2682328,1.571208679,1279307.666,5.322887084,1.571208679,4,814218.811881
2682330,0.146744937,2028.509946,0.290862317,0.146744937,4,13823.3739876
2682334,0.77705237,108011.0908,1.767093674,0.77705237,4,139001.036167
2682336,4.210557111,7757533.519,12.92017154,4.210557111,4,1842400.67739
2682338,0.670683653,18170.35919,1.529758775,0.670683653,4,27092.2905384
2682340,0.22564591,5988.309087,0.527775648,0.22564591,4,26538.5204728
2682346,0.329137978,7661.209022,0.664624086,0.329137978,4,23276.5885686
2675864,0.587766589,463512.516,1.410569226,0.587766589,4,788599.582967
2675868,0.31424037,6165.501056,0.643643065,0.31424037,4,19620.329617
2675872,0.17671934,2144.414818,0.393145152,0.17671934,4,12134.5792191
2675886,0.246428961,2517.193222,0.538209987,0.246428961,4,10214.680839
2675890,-9998,-9998,-9998,-9998,0,-9998
2675896,1.073659761,50360.30341,2.256298876,1.073659761,4,46905.2728157
2675904,2.844224674,79172.85291,7.259187621,2.844224674,4,27836.3560932
2675906,0.239309669,6717.109866,0.588588726,0.239309669,4,28068.6953239
2675908,3.424055038,63254.37727,7.794165105,3.424055038,4,18473.5310722
2675916,-9998,-9998,-9998,-9998,0,-9998
2675922,0.151298812,3538.697767,0.360869308,0.151298812,4,23388.7992227
2675926,0,1e-11,0,0.02,2,18178.6710332
2675930,0.273449355,6267.488963,0.630070888,0.273449355,4,22920.1050256
2675934,0.434753996,10766.97409,1.089111152,0.434753996,4,24765.6728643
2675942,0.286819354,10060.76684,0.789080048,0.286819354,4,35077.0146476
2675946,0.491750296,9503.267527,1.052183021,0.491750296,4,19325.3911278
2675954,0.364894282,7428.679028,0.727419153,0.364894282,4,20358.4375861
2675956,0.170988313,8427.011903,0.310708995,0.170988313,4,49284.1394101
2675974,0.451066199,14835.81944,1.019349437,0.451066199,4,32890.5551826
2675976,0.233350325,4696.229204,0.517324796,0.233350325,4,20125.2208092
2675996,-9998,-9998,-9998,-9998,0,-9998
2676000,0.465730538,64512.04064,0.782145515,0.465730538,4,138517.946721
2676008,-9998,-9998,-9998,-9998,0,-9998
2678904,3.451537588,3587833.353,9.920119342,3.451537588,4,1039488.42215
2678906,1.589606736,50030.79438,3.849988538,1.589606736,4,31473.6981156
2678912,7.207673806,29688578.4,19.66899195,7.207673806,4,4119023.59962
5202322,2.676839813,3750551.299,6.820924889,2.676839813,4,1401111.74324
2679068,3.456612604,502371.9947,8.785050485,3.456612604,4,145336.498493
5202366,1.081956327,28673.14144,1.934242254,1.081956327,4,26501.1903938
5202368,0.225778039,2130.896848,0.488803228,0.225778039,4,9438.01983161
5195248,3.951145579,5595625.838,9.828302744,3.951145579,4,1416203.3609
5195268,0.588747054,215949.9403,1.387811456,0.588747054,4,366795.823572
5195272,0.64613905,8605.090456,1.499657364,0.64613905,4,13317.711104600001
2675468,2.261436547,1136381.737,5.913097639,2.261436547,4,502504.381618
2675480,2.075429909,0,0,2.075429909,3,149716.773652
2675786,0.219383101,5707.564985,0.476115805,0.219383101,4,26016.4287878
2675794,4.013213124,3348887.29,11.8388098,4.013213124,4,834465.332278
2675800,2.978627463,400836.8476,7.237324651,2.978627463,4,134570.970517
2675810,1.915548011,397918.1519,5.295806183,1.915548011,4,207730.714521
2675818,0.880033433,27883.84128,1.969538765,0.880033433,4,31684.9848815
2675820,0.320794681,20692.82667,0.591732839,0.320794681,4,64504.9084977
2675822,2.951373541,2176509.202,8.099766018,2.951373541,4,737456.31931
2675824,2.620201819,1283467.511,6.670286374,2.620201819,4,489835.360147
2675838,0.38602725,20914.21125,0.894891289,0.38602725,4,54178.0805219
2675842,0.131971766,12667.88031,0.260515486,0.131971766,4,95989.3173052
2675844,0.191163691,8237.396294,0.307569163,0.191163691,4,43090.7912453
2675854,1.199098104,246485.7664,2.881583274,1.199098104,4,205559.308429
2675856,0.311793879,6682.800362,0.691856885,0.311793879,4,21433.3898917
5202372,0.099143933,1471.009536,0.222628363,0.099143933,4,14837.1084287
5202374,2.095725976,706262.5122,5.084306272,2.095725976,4,337001.346819
5202376,0.265825296,5341.116797,0.576209662,0.265825296,4,20092.5873183
5202382,1.762858589,572467.5851,4.125963952,1.762858589,4,324738.228847
5202384,0.096677152,4213.216075,0.221435691,0.096677152,4,43580.2705547
5202390,0,0,0,0.45,13,5062.05588591
5202394,0.411600272,5652.428836,0.786015859,0.411600272,4,13732.8107975
5202398,0,0,0,0.45,13,6774.64605206
5202404,0.989373619,73873.83354,1.855571984,0.989373619,4,74667.286179
5202410,2.425046721,778803.7689,5.944757352,2.425046721,4,321150.039475
5202412,0.935054695,15438.23196,1.97948518,0.935054695,4,16510.5139833
5202414,-9998,-9998,-9998,-9998,0,-9998
5202416,2.239051751,1549171.132,5.478515319,2.239051751,4,691887.096957
5202422,1.094240314,11112.93813,2.316083465,1.094240314,4,10155.8404991
5202430,0.370752707,3363.668854,0.739745391,0.370752707,4,9072.54401037
5202444,0.553866102,32603.7703,1.301568183,0.553866102,4,58865.8145406
2676020,0.322369,9825.924068,0.752910608,0.322369,4,30480.3615864
2676028,0.299158428,26107.82561,0.524546773,0.299158428,4,87270.9074807
5198314,0.421542166,17174.11404,0.535574018,0.421542166,4,40741.1455249
2677430,1.552352061,2023497.107,4.325277628,1.552352061,4,1303503.92169
2678796,2.075429909,7102122.87,6.683846652,2.075429909,4,2076036.01411
2678800,1.341015937,254642.4365,3.241030886,1.341015937,4,189887.71116
2678816,1.371292961,234958.9212,2.878039492,1.371292961,4,171341.16703
2678822,4.967167772,15762888.38,15.85156696,4.967167772,4,3173415.80348
2678824,4.252612636,1545923.692,9.671931562,4.252612636,4,363523.28075
2678828,2.127089539,843788.1191,5.304433987,2.127089539,4,396686.703219
2678830,1.761715888,126822.1356,3.271772558,1.761715888,4,71987.8480178
2678832,1.865761388,211048.168,4.03068531,1.865761388,4,113116.380128
2678834,5.583910248,25128491.1,15.59563779,5.583910248,4,4500160.23313
2678840,1.40077049,265958.2786,3.538659349,1.40077049,4,189865.706072
2678842,3.528872003,1808436.192,8.495675434,3.528872003,4,512468.64397
2678846,1.071086012,214351.6361,2.585329691,1.071086012,4,200125.513478
2678848,5.822412178,3407107.3,15.25383432,5.822412178,4,585171.097225
2678860,5.264660455,5636310.203,15.96370509,5.264660455,4,1070593.35712
2678878,7.521625868,14275346.13,20.25534405,7.521625868,4,1897907.09409
2678880,0.315188529,15368.17188,0.524339735,0.315188529,4,48758.652968
2678884,1.40745912,42800.59083,3.263501224,1.40745912,4,30409.8362101
2678886,6.720599828,2818416.933,17.36720964,6.720599828,4,419369.794736
2678898,0.118092108,7606.354378,0.207258035,0.118092108,4,64410.3395374
2675788,3.752997471,3725365.675,9.935444643,3.752997471,4,992637.417962
2675814,0.096216198,1135.765245,0.230513661,0.096216198,4,11804.3055312
2675830,1.21100396,68139.70755,3.491230896,1.21100396,4,56267.1203022
2675832,1.729264961,1267290.327,4.923003275,1.729264961,4,732849.111667
2675850,0.5576766,11630.72398,1.113930182,0.5576766,4,20855.6761868
2675884,0.560261862,17038.47354,1.101660579,0.560261862,4,30411.6210951
2675900,3.742511409,6282307.324,10.36721691,3.742511409,4,1678634.13289
2675924,0.116067394,2126.425161,0.2703989,0.116067394,4,18320.6083753
2675958,0.978946723,60472.47185,1.174482671,0.978946723,4,61772.9953874
2675994,0.872168115,9793.907098,1.861044772,0.872168115,4,11229.3797866
2676004,0.373439803,11689.54979,0.908573278,0.373439803,4,31302.3570927
2678864,2.021548743,262774.1205,4.46932945,2.021548743,4,129986.579738
2678868,1.450365924,244973.5352,3.139149289,1.450365924,4,168904.661999
2678960,1.011081218,18492.55875,2.102798392,1.011081218,4,18289.8848719
2678978,5.203927073,206983643.9,21.11542839,5.203927073,4,39774508.6878
2679006,0.683165434,10504.49676,1.582929052,0.683165434,4,15376.215843
2679088,0.126906947,26748.99592,0.235111038,0.126906947,4,210776.483755
2684728,0.749770534,19277.46942,0.988668282,0.749770534,4,25711.1522793
5197532,1.738466614,4957752.68,5.092452212,1.738466614,4,2851796.28378
5201912,0.248954538,11212.74308,0.528882736,0.248954538,4,45039.3264602
5201918,1.087119649,111459.4365,1.771726757,1.087119649,4,102527.296208
5204524,1.287487164,77167.17561,3.257977627,1.287487164,4,59936.2730985
5204650,1.98888225,134050.5149,5.477748406,1.98888225,4,67399.9728079
2682354,2.290835635,262857.7767,4.92404799,2.290835635,4,114743.185159
2682358,1.866817632,1508462.665,4.809138532,1.866817632,4,808039.631019
2682360,1.773437775,151717.2574,3.622530138,1.773437775,4,85549.7958626
2682364,-9998,-9998,-9998,-9998,0,-9998
2682368,0.600185222,97930.46889,1.403467508,0.600185222,4,163167.079343
2682394,-9998,-9998,-9998,-9998,0,-9998
2682642,2.490806494,138765.7546,6.114835683,2.490806494,4,55711.1720752
2682662,-9998,-9998,-9998,-9998,0,-9998
2682676,1.142414978,17246.35403,2.622004008,1.142414978,4,15096.4050949
2682678,0,0,0,0.45,13,5982.07773341
2682686,0,0,0,0.45,13,7918.28820652
2682688,-9998,-9998,-9998,-9998,0,-9998
5202294,0.991386051,11063.23934,2.11163838,0.991386051,4,11159.3548233
5202296,0.988779319,70231.16259,2.38392972,0.988779319,4,71028.1414745
5202298,1.015313858,103768.3693,2.099578614,1.015313858,4,102203.243481
5202302,0.046732412,1457.699955,0.081509429,0.046732412,4,31192.4805808
5202312,3.442585873,1221322.982,8.608283669,3.442585873,4,354769.069943
5202316,5.814303646,12741732.2,13.62833004,5.814303646,4,2191445.99303
5202328,1.089721371,40038.16952,2.613338991,1.089721371,4,36741.6569047
5202336,1.00952977,13957.26061,2.060046293,1.00952977,4,13825.5108306
5202338,0.752047401,16244.85867,1.768142522,0.752047401,4,21600.8353201
5202340,2.488787355,2992943.36,6.995481604,2.488787355,4,1202571.00247
5202348,3.335538567,20685572.26,10.22060343,3.335538567,4,6201568.92119
5202352,0.366618075,21741.12394,0.739303128,0.366618075,4,59301.8481316
5202358,0.954504622,148475.7624,2.378088595,0.954504622,4,155552.67642
5202362,0,0,0,0.45,13,7205.5945806
2684902,0,0,0,0.45,13,4849.01252398
2684914,0,0,0,0.45,13,7235.1060944499995
5195108,0.539020199,19530.59948,1.326017123,0.539020199,4,36233.5254231
5195120,1.406574286,35581.62567,3.257672074,1.406574286,4,25296.653469
5195128,2.114756453,33555.93165,4.286125522,2.114756453,4,15867.5170989
5195148,1.629170745,55260.521,3.696617377,1.629170745,4,33919.4110906
5195156,3.446078217,589608.6855,8.712955941,3.446078217,4,171095.550395
5195160,8.484476947,53070912.48,23.67339443,8.484476947,4,6255060.04711
5195182,3.139179028,3139716.088,9.591687191,3.139179028,4,1000171.12455
5195184,11.30634332,72625928.68,41.49123752,11.30634332,4,6423467.52246
5195186,0.199180875,7279.321055,0.481011394,0.199180875,4,36546.286138
5195190,0.495467788,36594.9483,1.069007575,0.495467788,4,73859.3973269
5195206,0.677711161,129682.2877,1.790884785,0.677711161,4,191353.324557
5195212,1.736335125,849570.108,4.610769708,1.736335125,4,489289.257511
5195226,4.35726226,7586095.585,10.61402095,4.35726226,4,1741023.47067
5195234,2.775176505,336368.7409,6.260105182,2.775176505,4,121206.273664
2678918,2.792958004,307998.1872,6.179935797,2.792958004,4,110276.717143
2678920,3.214821942,320642.8008,6.737317727,3.214821942,4,99738.892668900007
2678922,1.60353794,124661.9062,3.434971388,1.60353794,4,77741.7811583
2678924,0.724375472,22446.23379,1.703553932,0.724375472,4,30987.0076179
2678930,3.881260767,9807236.103,15.19611094,3.881260767,4,2526817.10828
2678936,0.92729352,101630.8275,2.153478476,0.92729352,4,109599.426339
2678938,1.471978885,129356.9969,2.756721388,1.471978885,4,87879.657623
2678946,0.93725865,25621.60756,2.060199722,0.93725865,4,27336.7539234
2678948,5.251394521,736357.9673,10.82302069,5.251394521,4,140221.416246
2678950,2.797548492,340132.4381,5.74648272,2.797548492,4,121582.331046
2678952,4.718679295,11737723.6,13.1366949,4.718679295,4,2487501.85407
2678958,6.800063257,12244655.1,21.35656277,6.800063257,4,1800667.99568
2678962,0.659149201,72324.48612,1.170664755,0.659149201,4,109724.031591
2678964,0.694091641,24659.22643,1.650299119,0.694091641,4,35527.3321583
2678970,7.134803787,50545680.87,23.27220615,7.134803787,4,7084382.7356
2678972,1.892025737,270496.9305,4.1088628,1.892025737,4,142966.81126
2678976,0.384154233,237023.6323,0.789570159,0.384154233,4,617001.172339
2678984,1.966679814,106045.725,4.279072502,1.966679814,4,53921.1906614
2678988,7.755762043,10306982.29,21.94602911,7.755762043,4,1328945.14633
2678990,7.23890751,18681098.5,20.85051955,7.23890751,4,2580651.64057
2678996,9.582644769,6368100.599,27.30055696,9.582644769,4,664545.178825
2679002,0.259551863,7163.881214,0.640551998,0.259551863,4,27600.9666007
2679004,9.609590647,28133537.05,32.26988326,9.609590647,4,2927652.0227800002
2679010,8.120520045,27386385.26,30.32551593,8.120520045,4,3372491.47869
2679012,0.754497708,44940.82701,1.426946617,0.754497708,4,59563.9250623
2679014,2.373288287,107219.0159,5.390985313,2.373288287,4,45177.4403086
2679016,3.4546708,790343.9589,7.778303311,3.4546708,4,228775.579959
2679018,3.05455019,177196.3633,4.849660535,3.05455019,4,58010.6041197
2679020,6.814228807,38621776.42,20.99086979,6.814228807,4,5667813.30586
2679028,0.39377706,8360.662839,0.894739461,0.39377706,4,21231.9626631
2679030,6.106051537,31668025.48,17.78275775,6.106051537,4,5186334.50361
2679032,3.911631692,1354566.409,10.11387834,3.911631692,4,346291.852314
2679038,0.674299956,26603.04404,1.220487814,0.674299956,4,39452.8407694
2679040,3.644104507,1061968.63,8.824540527,3.644104507,4,291421.017867
2679042,2.1338288,3682578.772,7.066708136,2.1338288,4,1725807.88465
2679048,5.705244941,2169942.33,13.62086266,5.705244941,4,380341.672092
2679052,1.762694965,64156.6453,4.114104937,1.762694965,4,36396.9093716
2679056,1.281009252,138805.8162,2.392329951,1.281009252,4,108356.602033
2679058,3.573043695,2913812.025,10.63971537,3.573043695,4,815498.564056
2679060,3.980738064,7845635.709,11.67609654,3.980738064,4,1970899.83306
2679062,1.166286532,52590.81949,2.140504999,1.166286532,4,45092.5558206
2679072,0.990204933,49090.80441,2.531590876,0.990204933,4,49576.3878155
2679074,1.600090358,54270.72915,3.591936592,1.600090358,4,33917.312273
2679076,0.343980015,20176.73349,0.646909402,0.343980015,4,58656.7024391
2679080,3.551867711,855217.0833,8.861826564,3.551867711,4,240779.527117
