stream_comid,q_cfs,q_cms,mean_reach_depth
7691453,1.936,0.054821415002112,0.08257352756415258
7691455,14.003,0.396520802827776,0.18098619889807752
7691457,1.794,0.050800422786048,0.08011616538048275
7691459,16.291,0.461309747830272,0.1921819741750458
7691461,1.538,0.043551310058496,0.07537044125177225
7691463,240.025,6.796751103244801,0.5585523643306569
7691465,252.659,7.154506143088128,0.5700323014776028
7691467,20.976,0.5939741741137919,0.2124464057029993
7691469,3.984,0.112814316822528,0.10993622533457653
7691471,11.707,0.33150532305254404,0.16857753821544452
7691473,5.613,0.158942459920896,0.12594615947585663
7691475,1.028,0.029109718296576003,0.06424075618943516
7691477,7.603,0.215292984638976,0.14205378908634206
7691481,5.765,0.16324662060288,0.12728791777218648
7691483,19.226,0.544419692577792,0.20523174036949302
7691485,0.673,0.019057237756416,0.0543056416717913
7691487,1.613,0.045675073552896,0.07680720567007698
7691489,21.811,0.617618741018112,0.215760981629301
7691491,0.909,0.025740013552128002,0.061181569141828755
7691493,1.937,0.054849731848704,0.08259044055950102
7691495,4.573,0.129492939465216,0.11611543985317496
7691497,1.682,0.047628935967744,0.07809383731801668
7691499,1.227,0.034744770768384003,0.06891121842228744
7691501,6.486,0.183663066995712,0.1333780093402978
7691503,5.05,0.1430000752896,0.12077569234330614
7691505,2.437,0.069008155144704,0.09046510217971547
7691507,299.858,8.491032985383937,0.610097040101073
7691509,1.268,0.035905761478656,0.06981540651597459
7691511,7.164,0.202861888985088,0.13874229596029963
7691513,6.185,0.17513969617152,0.1308879005877962
7691515,1.254,0.035509325626368,0.06950866991870482
7691517,40.276,1.140489313339392,0.27517916628448924
7691519,15.51,0.43919429064192,0.1884737250645346
7691521,1.97,0.05578418778624,0.08314563998251218
7691523,20.078,0.568545645874176,0.2087916400242818
7691525,1.856,0.052556067274752004,0.08120302328352116
7691527,5.829,0.165058898784768,0.1278464807174971
7691529,4.804,0.13603413102796802,0.11840714904256926
7691531,24.4,0.6909310568447999,0.22557604622620414
7691533,0.915,0.025909914631680003,0.061341413756031735
7691535,38.895,1.1013837481958402,0.27139762740391993
7691537,3.408,0.096503813185536,0.1033340642484095
7691539,52.719,1.4928358354836482,0.30618672132348607
7691541,0.643,0.018207732358656,0.0533323409726478
7691543,47.063,1.3326757511592962,0.2927109084216369
7691545,2.676,0.075775881480192,0.09388477418988579
7691547,1.326,0.037548138580992006,0.07106486524126872
7691549,13.064,0.369931283877888,0.17607187329987642
7691551,3.566,0.100977874947072,0.1052081282498977
7691553,1.249,0.035367741393408,0.06939862059156006
7691555,9.338,0.26442271347609597,0.1541192404021417
7691557,1.465,0.041484180257280005,0.07393079513884682
7691561,1.776,0.050290719547392004,0.07979639173482406
7691563,347.007,9.826143985350145,0.6464758702594092
7691565,1.93,0.05465151392256,0.08247193872366887
7691567,10.574,0.299422335863808,0.161907692755468
7691569,29.064,0.823000829349888,0.24178030484425506
7691571,1.785,0.050545571166719996,0.07995652177488007
7691573,1.042,0.029506154148864,0.0645863159122811
7691575,2.977,0.084299252304384,0.09793881860605172
7691577,4.845,0.13719512173824,0.11880690678320378
7691579,60.312,1.707845651656704,0.3229700826321287
7691581,349.806,9.905402838961152,0.6485389502690517
7691583,4.24,0.12006342955008001,0.11268535414166926
7691585,1.537,0.043522993211904,0.07535100186116594
7691587,11.824,0.334818394103808,0.16924371296892793
7691589,2.064,0.058445971365888,0.08469700227859019
7691591,0.886,0.025088726080512002,0.06056286185936021
7691593,3.675,0.10406441122559999,0.1064719572272288
7691595,9.27,0.26249716790784,0.15367315148357186
7691597,5.977,0.16924979208038402,0.12912413774757966
7691599,4.16,0.11779808182272,0.1118372784752346
7691601,0.287,0.008126934971903999,0.03873023529478784
7691603,13.534,0.38324020177612805,0.17855737598079152
7691605,11.886,0.336574038592512,0.16959511709223712
7691607,95.286,2.698199044365312,0.3872015745664917
7691609,16.448,0.46575549274521605,0.19291439246162695
7691611,2.556,0.072377859889152,0.09219190903616002
7691613,1.96,0.05550101932032,0.08297799430011009
7691615,2.66,0.07532281193472,0.09366174229694414
7691617,245.962,6.964868221461504,0.5639913331616678
7691619,6.507,0.18425772077414398,0.13354911153765572
7691621,2.205,0.06243864673536,0.08694608341419412
7691623,2.209,0.062551914121728,0.08700860307398205
7691625,332.893,9.426480012550655,0.6359166623116943
7691627,11.267,0.319045910552064,0.16603564924316913
7691629,2.278,0.064505776536576,0.08807648625024882
7691631,79.63,2.25487049412096,0.3605962455600347
7691633,50.238,1.422581739088896,0.30038870724780786
7691635,0.783,0.022172090881536002,0.05766603483937802
7691637,128.745,3.6456524144870404,0.4362879724455247
7691639,4.525,0.1281337308288,0.11563052711200385
7691641,32.308,0.914860679694336,0.252142787999646
7691643,2.369,0.067082609576448,0.08945542394835049
7691645,1.179,0.033385562131968,0.06782917741648607
7691647,335.071,9.488154104428032,0.6375635008060946
7691649,4.078,0.11547610040217601,0.11095772487845158
7691651,1.358,0.038454277671936,0.07174014067458973
7691655,1.625,0.046014875712000004,0.0770333207590469
7691657,14.381,0.407224570839552,0.18290826356792778
7691659,2.024,0.057313297502208004,0.0840421710064579
7691661,280.542,7.944064776612864,0.5941965663925137
7691663,2.065,0.05847428821248,0.08471327452777605
7691665,1.378,0.039020614603776,0.07215732335647812
7691667,281.38,7.96779429405696,0.5948998622168757
7691669,138.864,3.9321905851514884,0.4495781943430844
7691671,3.633,0.102875103668736,0.1059876912594836
7691673,8.093,0.229168239469056,0.14561644321851702
